source_value,frequency,concept_id,concept_name,domain,vocabulary
Premature ventricular complexes and Premature atrial complexes with junctional escape complexes,5.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes with occasional,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with Premature supraventricular complexes with junctional escape complexes,5.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz II) with premature supraventricular complexes,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 1st degree AV block with premature supraventricular complexes,5.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes and with occasional,5.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz II)",5.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with Premature atrial complexes,4.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block with occasional,4.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes with occasional,4.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree AV block with occasional,4.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with junctional escape complexes,4.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes and with occasional,4.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz II) with Premature supraventricular complexes,4.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes and with occasional,4.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with premature supraventricular complexes",4.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 4:1 A-V conduction",4.0,318448,Second degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block with occasional,3.0,314379,First degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with Premature atrial complexes with junctional escape complexes,3.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,3.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with 2nd degree A-V block (Mobitz II) with Premature supraventricular complexes,3.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with short PR with occasional,3.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree A-V block with frequent,3.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block with 2:1 A-V conduction with Premature atrial complexes,3.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with 1st degree A-V block,3.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with premature atrial complexes with junctional escape complexes,3.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with short PR with frequent,3.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus tachycardia with 1st degree AV block with premature atrial complexes,3.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes with occasional,3.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 2:1 A-V conduction with Premature atrial complexes,3.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 2:1 A-V conduction with Premature supraventricular complexes,3.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature supraventricular complexes with occasional",3.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 1st degree A-V block with frequent",3.0,314379,First degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 2nd degree A-V block with 2:1 A-V conduction",3.0,318448,Second degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with Premature supraventricular complexes with occasional",3.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz I) with occasional",3.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Atrial fibrillation with slow ventricular response with ventricular premature complexes,2.0,4089462,Ventricular premature complex,Condition,SNOMED
Marked sinus bradycardia with 1st degree AV block with premature atrial complexes,2.0,4115173,Atrial premature complex,Condition,SNOMED
Marked sinus bradycardia with short PR with Premature supraventricular complexes,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with Premature atrial complexes,2.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block with frequent,2.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with Premature atrial complexes with 1st degree A-V block,2.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with short PR with Premature supraventricular complexes,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with Premature atrial complexes and Premature ventricular complexes,2.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with premature supraventricular complexes with junctional escape complexes,2.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with Premature atrial complexes,2.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with Premature ventricular complexes,2.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes and with frequent,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes with occasional,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with Premature atrial complexes,2.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes with occasional,2.0,441872,Supraventricular premature beats,Condition,SNOMED
"Nonspecific T wave abnormality , anterolateral ischemia",2.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"ST change, consider anterolateral ischemia",2.0,4184762,EKG ST segment changes,Condition,SNOMED
"T wave change, consider anterolateral ischemia",2.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with premature atrial complexes",2.0,4115173,Atrial premature complex,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 2nd degree A-V block (Mobitz I)",2.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 2nd degree A-V block (Mobitz II)",2.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz I) with frequent",2.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Wide QRS tachycardia with premature supraventricular complexes,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes and with frequent,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes with occasional,2.0,441872,Supraventricular premature beats,Condition,SNOMED
Atrial fibrillation with slow ventricular response with multiple PVC,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Atrial fibrillation with slow ventricular response with premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPB,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPC,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPCs,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial flutter with 2:1 A-V conduction with Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Atrial flutter with 3:1 A-V conduction with premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Junctional bradycardia with multiple PVC,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Junctional bradycardia with Premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with 1st degree AV block with premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with sinus arrhythmia,1.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Marked sinus bradycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with 2nd degree AV block (Mobitz II) with premature supraventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with junctional escape complexes with ventricular escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with Premature supraventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with short PR with Premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with 1st degree AV block with occasional,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with junctional escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Normal sinus rhythm with 1st degree A-V block and PVC,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Normal sinus rhythm with 1st degree A-V block with APC,1.0,4115173,Atrial premature complex,Condition,SNOMED
Normal sinus rhythm with 1st degree A-V block with junctional escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Normal sinus rhythm with 1st degree AV bolck,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with VPB,1.0,4089462,Ventricular premature complex,Condition,SNOMED
sinus arrhythmia with Premature supraventricular complexes and escape Junctional rhythm,1.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with PAC,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature supraventricular complexes with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia and premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree AV block with occasional,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with premature supraventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with premature atrial complexes with junctional escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with Premature atrial complexes with junctional escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with Premature ventricular complexes with 2nd degree A-V block (Mobitz II),1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
